HistoryID,UserID,DestinationID,VisitDate,ExperienceRating
900,515,300,23/3/2024,5
901,948,301,11/2/2024,3
902,1918,301,10/2/2024,5
903,1899,301,6/1/2024,3
904,337,302,21/2/2024,5
905,1465,302,26/1/2024,5
906,21,302,4/3/2024,4
907,853,303,28/2/2024,4
908,308,303,25/2/2024,5
909,138,303,28/2/2024,4
910,639,304,10/3/2024,5
911,409,304,2/2/2024,3
912,1102,304,22/2/2024,5
913,678,305,22/1/2024,5
914,126,305,21/1/2024,4
915,960,305,10/3/2024,4
916,321,306,10/3/2024,3
917,718,306,4/1/2024,3
918,1810,306,15/3/2024,3
919,707,307,2/3/2024,5
920,1901,307,2/3/2024,3
921,563,307,24/1/2024,3
922,1681,308,24/2/2024,4
923,1197,308,9/1/2024,4
924,753,308,3/1/2024,3
925,1571,309,31/1/2024,3
926,1914,309,9/2/2024,5
927,1150,309,5/2/2024,5
928,1314,310,24/1/2024,4
929,159,310,6/1/2024,3
930,313,310,6/3/2024,3
931,1497,311,24/3/2024,3
932,574,311,15/3/2024,3
933,539,311,4/1/2024,3
934,210,312,19/3/2024,5
935,1633,312,6/1/2024,5
936,1203,312,20/2/2024,3
937,677,313,2/3/2024,5
938,1582,313,26/2/2024,5
939,1239,313,6/3/2024,3
940,1980,314,19/3/2024,5
941,1370,314,15/3/2024,3
942,429,314,8/1/2024,5
943,6,315,26/1/2024,3
944,444,315,20/2/2024,3
945,1904,315,14/2/2024,5
946,301,316,13/2/2024,5
947,338,316,5/1/2024,4
948,1792,316,10/3/2024,3
949,663,317,26/1/2024,3
950,1835,317,8/3/2024,3
951,281,317,19/1/2024,3
952,1654,318,24/3/2024,5
953,872,318,20/1/2024,5
954,670,318,12/1/2024,4
955,1025,319,16/2/2024,3
956,494,319,1/1/2024,4
957,806,319,30/3/2024,4
958,1585,320,14/1/2024,4
959,1447,320,4/3/2024,4
960,728,320,7/2/2024,4
961,1718,321,6/2/2024,5
962,650,321,11/1/2024,5
963,161,321,17/3/2024,4
964,1725,322,3/1/2024,5
965,1957,322,2/2/2024,5
966,1937,322,6/1/2024,4
967,1457,323,19/2/2024,5
968,1721,323,10/1/2024,5
969,1148,323,5/1/2024,3
970,1004,324,23/1/2024,4
971,1404,324,10/1/2024,3
972,1143,324,13/2/2024,3
973,1336,325,2/1/2024,4
974,365,325,13/1/2024,3
975,1774,325,9/2/2024,3
976,1752,326,2/1/2024,5
977,1579,326,24/3/2024,3
978,1492,326,5/3/2024,4
979,438,327,3/3/2024,5
980,1147,327,13/3/2024,5
981,784,327,17/1/2024,5
982,367,328,9/1/2024,4
983,402,328,15/3/2024,4
984,740,328,15/1/2024,4
985,400,329,24/1/2024,3
986,1201,329,7/2/2024,3
987,673,329,4/2/2024,5
988,1866,330,18/2/2024,5
989,1876,330,9/3/2024,4
990,1030,330,2/3/2024,4
991,1243,331,29/2/2024,3
992,69,331,19/2/2024,3
993,1315,331,18/3/2024,4
994,816,332,15/3/2024,4
995,1425,332,9/1/2024,3
996,562,332,3/2/2024,5
997,1989,333,16/3/2024,5
998,1687,333,4/2/2024,3
999,1768,333,1/1/2024,3
1000,1245,334,9/2/2024,5
1001,1005,334,4/3/2024,3
1002,970,334,22/1/2024,5
1003,1654,335,29/2/2024,5
1004,79,335,4/3/2024,3
1005,60,335,12/3/2024,4
1006,1832,336,11/1/2024,4
1007,1446,336,14/1/2024,4
1008,1784,336,29/2/2024,4
1009,170,337,30/1/2024,4
1010,1709,337,4/2/2024,4
1011,115,337,25/3/2024,4
1012,1306,338,6/2/2024,3
1013,644,338,5/1/2024,3
1014,1757,338,23/3/2024,4
1015,569,339,18/3/2024,3
1016,1342,339,26/1/2024,5
1017,1511,339,2/3/2024,4
1018,682,340,4/1/2024,5
1019,1839,340,29/3/2024,3
1020,1855,340,11/2/2024,4
1021,1479,341,29/3/2024,5
1022,1058,341,18/1/2024,3
1023,1927,341,9/2/2024,4
1024,853,342,12/3/2024,4
1025,134,342,8/2/2024,5
1026,1690,342,14/1/2024,5
1027,303,343,1/2/2024,5
1028,172,343,20/2/2024,3
1029,909,343,7/2/2024,5
1030,565,344,23/1/2024,5
1031,407,344,3/3/2024,5
1032,839,344,15/1/2024,4
1033,1302,345,25/1/2024,5
1034,638,345,17/1/2024,5
1035,1149,345,6/3/2024,3
1036,242,346,18/3/2024,3
1037,955,346,22/2/2024,5
1038,1713,346,20/2/2024,3
1039,1160,347,8/2/2024,3
1040,181,347,20/2/2024,3
1041,1881,347,10/3/2024,4
1042,374,348,6/1/2024,5
1043,381,348,7/3/2024,5
1044,1211,348,7/1/2024,5
1045,1571,349,20/2/2024,3
1046,1616,349,12/3/2024,3
1047,446,349,11/2/2024,3
1048,943,350,4/3/2024,4
1049,1797,350,15/1/2024,3
1050,631,350,29/1/2024,4
1051,1531,351,2/2/2024,5
1052,636,351,27/1/2024,3
1053,777,351,5/2/2024,4
1054,365,352,29/1/2024,4
1055,288,352,7/2/2024,3
1056,647,352,26/2/2024,4
1057,463,353,27/1/2024,3
1058,559,353,24/2/2024,4
1059,363,353,2/2/2024,5
1060,532,354,8/3/2024,5
1061,542,354,26/3/2024,5
1062,1004,354,6/3/2024,3
1063,1186,355,10/1/2024,5
1064,715,355,5/1/2024,5
1065,921,355,14/3/2024,5
1066,76,356,7/2/2024,3
1067,790,356,13/1/2024,4
1068,1102,356,31/1/2024,3
1069,432,357,16/2/2024,3
1070,711,357,28/3/2024,5
1071,425,357,21/2/2024,4
1072,1433,358,25/2/2024,5
1073,1130,358,15/1/2024,5
1074,186,358,29/1/2024,3
1075,1584,359,8/1/2024,3
1076,529,359,5/1/2024,3
1077,958,359,29/1/2024,5
1078,65,360,16/2/2024,4
1079,1059,360,8/3/2024,4
1080,974,360,16/3/2024,5
1081,957,361,14/2/2024,4
1082,662,361,2/1/2024,5
1083,1155,361,27/1/2024,4
1084,1349,362,5/2/2024,5
1085,1846,362,5/2/2024,4
1086,661,362,26/1/2024,3
1087,1290,363,12/2/2024,3
1088,1781,363,27/1/2024,3
1089,326,363,9/3/2024,3
1090,974,364,20/1/2024,5
1091,690,364,11/1/2024,4
1092,384,364,14/3/2024,5
1093,628,365,7/2/2024,3
1094,957,365,6/1/2024,4
1095,382,365,12/3/2024,5
1096,900,366,23/1/2024,3
1097,935,366,16/2/2024,4
1098,1180,366,30/3/2024,4
1099,1497,367,15/2/2024,3
1100,970,367,12/1/2024,3
1101,518,367,30/3/2024,4
1102,1231,368,13/1/2024,3
1103,989,368,2/3/2024,5
1104,615,368,22/3/2024,3
1105,1989,369,29/3/2024,3
1106,1563,369,29/2/2024,3
1107,221,369,12/2/2024,4
1108,873,370,16/3/2024,4
1109,1954,370,8/3/2024,3
1110,821,370,5/1/2024,4
1111,59,371,6/2/2024,3
1112,1049,371,12/3/2024,5
1113,1889,371,31/1/2024,4
1114,1816,372,9/1/2024,3
1115,1977,372,20/2/2024,4
1116,407,372,29/1/2024,5
1117,1540,373,18/3/2024,5
1118,267,373,9/2/2024,3
1119,1615,373,10/2/2024,4
1120,1988,374,26/3/2024,5
1121,634,374,11/1/2024,4
1122,1642,374,23/1/2024,3
1123,940,375,1/1/2024,5
1124,339,375,15/2/2024,5
1125,2,375,21/1/2024,4
1126,411,376,30/3/2024,5
1127,618,376,5/2/2024,3
1128,165,376,23/2/2024,3
1129,484,377,27/3/2024,5
1130,895,377,26/2/2024,3
1131,1484,377,1/1/2024,5
1132,316,378,3/3/2024,5
1133,1732,378,23/2/2024,5
1134,11,378,24/2/2024,5
1135,327,379,9/2/2024,4
1136,205,379,15/1/2024,5
1137,1127,379,21/1/2024,3
1138,1432,380,16/2/2024,4
1139,1870,380,13/3/2024,3
1140,1369,380,22/2/2024,5
1141,1703,381,9/1/2024,3
1142,1447,381,14/3/2024,4
1143,1563,381,21/2/2024,3
1144,794,382,26/2/2024,4
1145,652,382,26/1/2024,5
1146,819,382,10/2/2024,5
1147,1840,383,4/2/2024,3
1148,1679,383,3/3/2024,3
1149,1223,383,25/1/2024,5
1150,1094,384,30/3/2024,5
1151,711,384,15/3/2024,3
1152,1372,384,7/2/2024,5
1153,56,385,2/1/2024,4
1154,1814,385,7/1/2024,4
1155,365,385,22/3/2024,3
1156,756,386,31/3/2024,3
1157,697,386,3/2/2024,5
1158,1686,386,31/3/2024,5
1159,1251,387,17/1/2024,4
1160,1540,387,12/2/2024,3
1161,1874,387,28/2/2024,3
1162,1323,388,20/2/2024,3
1163,283,388,23/2/2024,3
1164,385,388,24/1/2024,4
1165,433,389,25/1/2024,4
1166,892,389,11/3/2024,3
1167,696,389,21/2/2024,4
1168,1340,390,10/3/2024,3
1169,872,390,28/3/2024,4
1170,584,390,2/2/2024,5
1171,793,391,18/2/2024,4
1172,72,391,29/1/2024,3
1173,1964,391,3/3/2024,5
1174,368,392,22/1/2024,3
1175,816,392,26/1/2024,5
1176,1709,392,28/1/2024,5
1177,953,393,25/3/2024,4
1178,710,393,18/2/2024,4
1179,1344,393,11/3/2024,5
1180,1646,394,21/3/2024,5
1181,330,394,24/3/2024,5
1182,264,394,18/2/2024,3
1183,1039,395,20/1/2024,4
1184,1406,395,26/3/2024,3
1185,24,395,3/3/2024,4
1186,1340,396,1/3/2024,3
1187,866,396,18/2/2024,4
1188,621,396,11/3/2024,5
1189,530,397,1/1/2024,5
1190,1237,397,13/1/2024,4
1191,1029,397,27/3/2024,5
1192,1600,398,20/2/2024,5
1193,1459,398,25/2/2024,3
1194,1729,398,23/3/2024,4
1195,1991,399,2/3/2024,5
1196,229,399,1/2/2024,4
1197,869,399,30/1/2024,3
1198,1556,400,29/1/2024,4
1199,1783,400,18/2/2024,3
1200,308,400,14/2/2024,3
1201,691,401,30/1/2024,3
1202,529,401,16/1/2024,5
1203,1055,401,9/2/2024,3
1204,1491,402,19/1/2024,4
1205,891,402,18/1/2024,4
1206,952,402,1/1/2024,5
1207,82,403,18/3/2024,5
1208,1778,403,16/2/2024,3
1209,943,403,6/3/2024,3
1210,103,404,7/2/2024,3
1211,1406,404,20/2/2024,5
1212,517,404,3/3/2024,5
1213,692,405,4/1/2024,4
1214,1571,405,1/1/2024,3
1215,1112,405,8/1/2024,3
1216,367,406,29/1/2024,4
1217,731,406,24/2/2024,4
1218,36,406,3/1/2024,4
1219,665,407,1/2/2024,4
1220,1303,407,10/1/2024,3
1221,1221,407,14/3/2024,5
1222,732,408,23/3/2024,3
1223,1089,408,3/2/2024,4
1224,510,408,27/3/2024,5
1225,173,409,24/2/2024,3
1226,194,409,1/2/2024,4
1227,1489,409,19/2/2024,5
1228,1297,410,7/1/2024,5
1229,883,410,8/1/2024,5
1230,708,410,5/3/2024,3
1231,1412,411,26/2/2024,4
1232,500,411,7/3/2024,3
1233,1166,411,28/3/2024,3
1234,84,412,27/3/2024,3
1235,669,412,28/2/2024,5
1236,79,412,12/3/2024,4
1237,1248,413,23/2/2024,3
1238,783,413,7/3/2024,4
1239,1486,413,20/2/2024,5
1240,692,414,8/1/2024,3
1241,866,414,3/2/2024,4
1242,46,414,4/2/2024,5
1243,1947,415,28/3/2024,3
1244,1478,415,18/3/2024,3
1245,1714,415,1/2/2024,4
1246,1977,416,15/2/2024,4
1247,1626,416,16/1/2024,3
1248,1170,416,8/3/2024,3
1249,621,417,6/2/2024,5
1250,1053,417,23/2/2024,5
1251,1750,417,25/3/2024,3
1252,1422,418,14/1/2024,4
1253,767,418,24/2/2024,4
1254,969,418,17/2/2024,3
1255,1558,419,22/3/2024,5
1256,563,419,7/1/2024,3
1257,567,419,14/3/2024,4
1258,1376,420,7/1/2024,3
1259,1239,420,2/2/2024,3
1260,1864,420,23/1/2024,5
1261,1389,421,25/3/2024,4
1262,559,421,19/1/2024,4
1263,834,421,19/1/2024,3
1264,39,422,5/2/2024,4
1265,1346,422,29/1/2024,4
1266,563,422,29/2/2024,4
1267,948,423,22/3/2024,4
1268,1619,423,2/1/2024,5
1269,199,423,1/1/2024,5
1270,461,424,16/2/2024,5
1271,1453,424,9/3/2024,5
1272,453,424,20/1/2024,5
1273,1253,425,11/1/2024,4
1274,1492,425,2/1/2024,3
1275,1694,425,7/3/2024,3
1276,1205,426,27/3/2024,5
1277,1301,426,12/1/2024,4
1278,674,426,20/1/2024,5
1279,797,427,5/1/2024,3
1280,1905,427,6/2/2024,4
1281,26,427,7/2/2024,4
1282,698,428,9/1/2024,4
1283,710,428,22/2/2024,3
1284,311,428,13/2/2024,3
1285,1750,429,26/3/2024,5
1286,432,429,24/1/2024,5
1287,1429,429,21/3/2024,3
1288,1379,430,14/3/2024,5
1289,524,430,30/1/2024,3
1290,67,430,28/2/2024,4
1291,1982,431,27/3/2024,5
1292,1294,431,21/3/2024,3
1293,1150,431,21/3/2024,3
1294,171,432,14/1/2024,3
1295,1532,432,9/1/2024,5
1296,757,432,9/2/2024,5
1297,598,433,6/3/2024,4
1298,925,433,25/1/2024,5
1299,61,433,13/3/2024,5
1300,1280,434,22/1/2024,5
1301,342,434,4/1/2024,4
1302,721,434,26/1/2024,4
1303,884,435,27/2/2024,4
1304,1567,435,29/1/2024,5
1305,1539,435,27/3/2024,3
1306,1140,436,6/2/2024,5
1307,481,436,15/3/2024,4
1308,1887,436,10/3/2024,5
1309,270,437,18/1/2024,5
1310,1244,437,25/3/2024,3
1311,199,437,11/2/2024,3
1312,448,438,10/2/2024,5
1313,227,438,7/2/2024,4
1314,593,438,3/2/2024,5
1315,1772,439,17/1/2024,5
1316,1571,439,6/2/2024,5
1317,1127,439,25/1/2024,4
1318,721,440,16/3/2024,4
1319,857,440,27/3/2024,4
1320,572,440,26/3/2024,4
1321,1578,441,25/3/2024,4
1322,1291,441,27/1/2024,5
1323,1361,441,26/2/2024,4
1324,1029,442,31/1/2024,5
1325,1091,442,6/1/2024,5
1326,462,442,31/3/2024,5
1327,1014,443,9/2/2024,3
1328,587,443,12/1/2024,4
1329,322,443,22/2/2024,4
1330,820,444,11/3/2024,5
1331,7,444,10/1/2024,3
1332,1700,444,14/2/2024,4
1333,1563,445,17/1/2024,5
1334,1344,445,26/1/2024,3
1335,1400,445,25/3/2024,5
1336,786,446,2/3/2024,3
1337,1338,446,15/2/2024,5
1338,1996,446,4/3/2024,4
1339,841,447,2/1/2024,5
1340,1304,447,23/2/2024,5
1341,1268,447,5/3/2024,3
1342,284,448,20/2/2024,3
1343,1270,448,22/2/2024,4
1344,165,448,5/2/2024,5
1345,1169,449,26/1/2024,3
1346,1937,449,29/1/2024,4
1347,666,449,21/1/2024,4
1348,512,450,11/1/2024,3
1349,1166,450,9/2/2024,3
1350,1402,450,11/1/2024,5
1351,1950,451,5/2/2024,4
1352,47,451,28/2/2024,3
1353,1810,451,8/2/2024,4
1354,1131,452,23/2/2024,5
1355,1769,452,24/2/2024,3
1356,1742,452,24/1/2024,4
1357,938,453,22/1/2024,3
1358,1481,453,9/3/2024,5
1359,359,453,25/2/2024,5
1360,1920,454,2/2/2024,5
1361,661,454,5/2/2024,5
1362,601,454,20/1/2024,3
1363,1832,455,23/3/2024,3
1364,424,455,21/3/2024,4
1365,945,455,2/3/2024,4
1366,502,456,13/3/2024,3
1367,909,456,26/1/2024,3
1368,1632,456,6/3/2024,4
1369,1993,457,13/3/2024,3
1370,1025,457,13/3/2024,5
1371,1646,457,9/2/2024,5
1372,1716,458,17/1/2024,5
1373,1787,458,1/1/2024,4
1374,502,458,29/3/2024,3
1375,1479,459,1/3/2024,4
1376,15,459,12/2/2024,4
1377,1397,459,11/2/2024,3
1378,1776,460,25/1/2024,4
1379,963,460,8/2/2024,5
1380,145,460,4/2/2024,3
1381,1962,461,3/1/2024,5
1382,1810,461,13/2/2024,5
1383,248,461,20/2/2024,3
1384,1326,462,12/1/2024,5
1385,1464,462,19/1/2024,5
1386,899,462,13/2/2024,5
1387,1696,463,28/2/2024,3
1388,600,463,18/2/2024,3
1389,1697,463,1/3/2024,3
1390,745,464,17/1/2024,4
1391,1468,464,14/3/2024,5
1392,1289,464,26/2/2024,4
1393,878,465,24/2/2024,4
1394,213,465,16/2/2024,5
1395,1735,465,12/1/2024,3
1396,1553,466,2/3/2024,4
1397,1544,466,20/3/2024,3
1398,1479,466,28/3/2024,3
1399,751,467,23/3/2024,5
1400,1345,467,8/1/2024,4
1401,291,467,21/1/2024,4
1402,1630,468,21/3/2024,3
1403,431,468,27/3/2024,5
1404,199,468,20/3/2024,4
1405,1315,469,10/3/2024,3
1406,939,469,12/3/2024,3
1407,1542,469,25/1/2024,3
1408,1551,470,22/3/2024,5
1409,702,470,29/3/2024,5
1410,1412,470,12/1/2024,3
1411,678,471,15/1/2024,3
1412,1433,471,28/2/2024,5
1413,1164,471,26/1/2024,3
1414,1218,472,26/1/2024,3
1415,1560,472,16/2/2024,5
1416,304,472,1/2/2024,3
1417,591,473,10/1/2024,3
1418,453,473,16/1/2024,3
1419,1155,473,11/3/2024,5
1420,1462,474,17/1/2024,5
1421,629,474,23/1/2024,5
1422,1163,474,26/1/2024,4
1423,974,475,25/3/2024,4
1424,1379,475,26/3/2024,4
1425,317,475,7/1/2024,4
1426,301,476,14/1/2024,5
1427,599,476,19/3/2024,3
1428,527,476,7/1/2024,5
1429,58,477,9/1/2024,4
1430,1195,477,17/2/2024,5
1431,304,477,12/3/2024,3
1432,25,478,28/2/2024,4
1433,746,478,27/3/2024,3
1434,1527,478,22/3/2024,3
1435,832,479,8/2/2024,3
1436,1267,479,18/1/2024,4
1437,1992,479,28/2/2024,5
1438,1319,480,17/1/2024,4
1439,1203,480,14/1/2024,4
1440,644,480,31/1/2024,5
1441,767,481,24/1/2024,5
1442,1773,481,29/2/2024,5
1443,1328,481,14/2/2024,5
1444,1784,482,3/1/2024,3
1445,988,482,6/2/2024,4
1446,992,482,12/2/2024,4
1447,30,483,9/2/2024,4
1448,702,483,30/3/2024,5
1449,634,483,24/2/2024,4
1450,460,484,27/3/2024,3
1451,570,484,8/2/2024,4
1452,1594,484,15/1/2024,4
1453,1332,485,4/1/2024,3
1454,731,485,26/3/2024,3
1455,941,485,25/1/2024,4
1456,1870,486,13/1/2024,5
1457,1721,486,22/3/2024,5
1458,1840,486,2/2/2024,4
1459,1519,487,16/1/2024,4
1460,745,487,11/2/2024,4
1461,817,487,6/3/2024,4
1462,1950,488,24/2/2024,5
1463,1040,488,11/2/2024,4
1464,556,488,3/2/2024,3
1465,1970,489,30/1/2024,5
1466,1734,489,13/1/2024,5
1467,1788,489,13/1/2024,3
1468,1988,490,18/1/2024,4
1469,915,490,1/2/2024,4
1470,1071,490,8/2/2024,4
1471,502,491,15/2/2024,4
1472,1633,491,29/1/2024,4
1473,1413,491,2/3/2024,3
1474,468,492,2/3/2024,4
1475,364,492,26/2/2024,3
1476,1248,492,16/1/2024,3
1477,1131,493,25/2/2024,3
1478,188,493,10/1/2024,4
1479,1502,493,30/1/2024,4
1480,1856,494,25/1/2024,5
1481,1071,494,24/3/2024,5
1482,125,494,5/1/2024,3
1483,467,495,5/3/2024,5
1484,1200,495,18/2/2024,3
1485,978,495,3/1/2024,5
1486,202,496,14/2/2024,4
1487,1806,496,14/1/2024,4
1488,654,496,30/1/2024,3
1489,403,497,8/3/2024,3
1490,239,497,18/1/2024,4
1491,171,497,2/3/2024,4
1492,405,498,6/2/2024,4
1493,1111,498,25/1/2024,5
1494,441,498,17/2/2024,5
1495,998,499,5/3/2024,5
1496,1166,499,22/2/2024,5
1497,1192,499,19/3/2024,3
1498,1764,500,13/3/2024,3
1499,1475,500,15/1/2024,5
1500,1593,500,18/2/2024,3
1501,1207,501,28/3/2024,5
1502,1548,501,8/3/2024,5
1503,2,501,12/1/2024,4
1504,1546,502,28/2/2024,5
1505,1232,502,6/2/2024,3
1506,1009,502,1/3/2024,5
1507,674,503,12/2/2024,4
1508,990,503,10/3/2024,3
1509,582,503,8/2/2024,4
1510,542,504,25/2/2024,5
1511,510,504,3/3/2024,5
1512,564,504,15/2/2024,5
1513,1031,505,28/3/2024,5
1514,1282,505,11/1/2024,3
1515,229,505,2/3/2024,5
1516,999,506,17/3/2024,4
1517,654,506,25/1/2024,3
1518,964,506,11/3/2024,3
1519,335,507,21/2/2024,3
1520,135,507,4/1/2024,4
1521,1379,507,28/2/2024,4
1522,194,508,12/3/2024,4
1523,702,508,20/1/2024,4
1524,1685,508,3/3/2024,5
1525,397,509,23/2/2024,5
1526,1563,509,14/3/2024,4
1527,437,509,26/2/2024,4
1528,1028,510,30/3/2024,5
1529,656,510,10/2/2024,5
1530,967,510,3/1/2024,4
1531,1403,511,6/1/2024,3
1532,1900,511,5/1/2024,3
1533,431,511,5/1/2024,4
1534,1377,512,23/2/2024,3
1535,664,512,16/2/2024,5
1536,394,512,27/3/2024,3
1537,1610,513,18/2/2024,4
1538,1746,513,9/1/2024,3
1539,1250,513,20/1/2024,3
1540,667,514,1/3/2024,3
1541,971,514,4/2/2024,5
1542,1616,514,19/2/2024,5
1543,1597,515,22/3/2024,5
1544,469,515,2/3/2024,4
1545,967,515,17/1/2024,3
1546,760,516,28/3/2024,5
1547,628,516,3/1/2024,5
1548,1489,516,1/2/2024,3
1549,1699,517,13/1/2024,4
1550,922,517,29/3/2024,3
1551,872,517,13/3/2024,4
1552,806,518,8/3/2024,3
1553,12,518,14/1/2024,5
1554,114,518,11/1/2024,5
1555,725,519,25/2/2024,5
1556,1997,519,7/3/2024,4
1557,1571,519,29/1/2024,3
1558,40,520,9/1/2024,4
1559,428,520,7/3/2024,5
1560,604,520,25/1/2024,4
1561,49,521,16/3/2024,4
1562,876,521,11/2/2024,4
1563,668,521,9/1/2024,3
1564,1147,522,19/3/2024,4
1565,1634,522,9/2/2024,4
1566,1265,522,25/1/2024,4
1567,902,523,5/1/2024,5
1568,219,523,11/1/2024,5
1569,498,523,28/2/2024,3
1570,667,524,28/3/2024,5
1571,1929,524,19/3/2024,3
1572,963,524,7/2/2024,5
1573,1600,525,12/3/2024,3
1574,1409,525,5/1/2024,3
1575,512,525,17/2/2024,3
1576,1243,526,30/3/2024,5
1577,769,526,18/1/2024,4
1578,208,526,10/3/2024,5
1579,1310,527,6/2/2024,4
1580,566,527,29/2/2024,5
1581,757,527,17/2/2024,4
1582,1892,528,17/3/2024,5
1583,228,528,28/1/2024,3
1584,276,528,9/3/2024,3
1585,665,529,17/3/2024,3
1586,1689,529,21/3/2024,4
1587,1790,529,9/2/2024,4
1588,1208,530,14/2/2024,3
1589,1176,530,2/3/2024,4
1590,1151,530,27/2/2024,3
1591,898,531,7/3/2024,5
1592,672,531,25/2/2024,4
1593,1120,531,9/2/2024,4
1594,1141,532,9/2/2024,5
1595,1674,532,31/3/2024,4
1596,1413,532,17/3/2024,4
1597,288,533,2/2/2024,4
1598,1784,533,6/1/2024,5
1599,1961,533,28/3/2024,3
1600,1854,534,19/1/2024,3
1601,1531,534,20/3/2024,5
1602,378,534,9/2/2024,5
1603,960,535,28/2/2024,5
1604,944,535,28/2/2024,3
1605,683,535,17/2/2024,5
1606,1388,536,10/2/2024,3
1607,523,536,13/1/2024,5
1608,1532,536,14/2/2024,4
1609,288,537,29/3/2024,3
1610,1316,537,22/2/2024,3
1611,876,537,11/2/2024,5
1612,1651,538,3/3/2024,4
1613,1635,538,27/1/2024,3
1614,1704,538,7/2/2024,5
1615,124,539,29/2/2024,4
1616,765,539,7/1/2024,3
1617,1159,539,5/1/2024,5
1618,66,540,14/2/2024,4
1619,1789,540,27/2/2024,3
1620,1619,540,31/1/2024,3
1621,1008,541,23/1/2024,4
1622,1178,541,11/2/2024,5
1623,1300,541,10/1/2024,5
1624,1505,542,1/2/2024,4
1625,1158,542,22/2/2024,3
1626,1996,542,30/1/2024,4
1627,1599,543,8/2/2024,4
1628,1090,543,31/1/2024,4
1629,1636,543,22/3/2024,3
1630,1734,544,2/1/2024,4
1631,1176,544,18/3/2024,4
1632,1250,544,17/3/2024,3
1633,1540,545,12/1/2024,3
1634,1572,545,8/2/2024,4
1635,1675,545,6/3/2024,5
1636,954,546,13/1/2024,4
1637,1822,546,15/2/2024,3
1638,1333,546,27/1/2024,3
1639,150,547,17/1/2024,3
1640,1327,547,29/2/2024,5
1641,696,547,4/3/2024,3
1642,1081,548,28/3/2024,5
1643,1822,548,4/2/2024,3
1644,823,548,10/3/2024,3
1645,602,549,23/3/2024,4
1646,1278,549,30/1/2024,5
1647,39,549,11/3/2024,4
1648,462,550,14/3/2024,5
1649,875,550,3/3/2024,3
1650,531,550,28/1/2024,3
1651,1197,551,29/2/2024,5
1652,1091,551,19/3/2024,4
1653,1339,551,6/2/2024,5
1654,1577,552,22/1/2024,5
1655,1896,552,8/3/2024,5
1656,1830,552,20/1/2024,3
1657,313,553,8/3/2024,5
1658,1584,553,31/3/2024,3
1659,423,553,4/3/2024,4
1660,372,554,17/1/2024,3
1661,54,554,12/1/2024,4
1662,1233,554,22/1/2024,4
1663,1597,555,17/1/2024,4
1664,1107,555,10/1/2024,3
1665,1956,555,5/3/2024,5
1666,671,556,22/1/2024,3
1667,1902,556,30/3/2024,4
1668,1348,556,22/3/2024,5
1669,414,557,19/2/2024,3
1670,335,557,14/1/2024,4
1671,556,557,4/3/2024,4
1672,1918,558,16/2/2024,5
1673,1582,558,29/1/2024,3
1674,56,558,16/3/2024,5
1675,1798,559,5/2/2024,5
1676,253,559,21/2/2024,5
1677,53,559,16/3/2024,5
1678,1777,560,7/1/2024,3
1679,780,560,29/1/2024,5
1680,916,560,11/1/2024,4
1681,818,561,2/2/2024,4
1682,422,561,6/1/2024,4
1683,1209,561,19/3/2024,5
1684,191,562,1/2/2024,4
1685,1038,562,20/2/2024,3
1686,1484,562,15/3/2024,5
1687,250,563,27/2/2024,5
1688,1550,563,27/3/2024,5
1689,247,563,26/1/2024,3
1690,1517,564,15/2/2024,5
1691,734,564,29/1/2024,5
1692,851,564,4/1/2024,4
1693,431,565,21/3/2024,4
1694,1638,565,13/1/2024,5
1695,737,565,8/2/2024,3
1696,523,566,15/1/2024,4
1697,230,566,29/1/2024,5
1698,34,566,29/1/2024,4
1699,779,567,15/3/2024,4
1700,820,567,1/2/2024,3
1701,727,567,2/1/2024,5
1702,1937,568,16/2/2024,4
1703,1714,568,18/3/2024,5
1704,890,568,24/3/2024,3
1705,470,569,22/1/2024,3
1706,1333,569,15/3/2024,4
1707,1794,569,27/1/2024,3
1708,33,570,7/3/2024,4
1709,1495,570,21/3/2024,5
1710,93,570,25/2/2024,4
1711,1736,571,21/1/2024,4
1712,364,571,16/2/2024,3
1713,19,571,20/3/2024,5
1714,1063,572,28/2/2024,5
1715,288,572,24/3/2024,4
1716,1562,572,6/1/2024,5
1717,126,573,19/1/2024,5
1718,1644,573,26/2/2024,4
1719,1775,573,9/3/2024,4
1720,762,574,3/1/2024,5
1721,850,574,1/1/2024,4
1722,859,574,27/2/2024,3
1723,358,575,7/2/2024,5
1724,1977,575,15/1/2024,4
1725,1520,575,3/2/2024,5
1726,748,576,1/3/2024,5
1727,1611,576,4/2/2024,3
1728,62,576,4/3/2024,3
1729,418,577,25/1/2024,5
1730,827,577,24/1/2024,3
1731,1862,577,12/1/2024,4
1732,1274,578,18/1/2024,5
1733,59,578,15/1/2024,3
1734,680,578,20/3/2024,5
1735,1821,579,27/1/2024,5
1736,71,579,12/3/2024,4
1737,1872,579,29/2/2024,4
1738,96,580,15/2/2024,4
1739,773,580,29/3/2024,3
1740,1480,580,17/1/2024,3
1741,348,581,22/2/2024,3
1742,206,581,8/1/2024,4
1743,715,581,19/3/2024,5
1744,189,582,27/1/2024,4
1745,136,582,15/2/2024,3
1746,1984,582,19/2/2024,3
1747,952,583,11/3/2024,3
1748,1754,583,3/1/2024,4
1749,902,583,4/3/2024,3
1750,1755,584,13/2/2024,4
1751,1658,584,22/2/2024,5
1752,638,584,24/1/2024,4
