DestinationID,Name,State,Type,Popularity,BestTimeToVisit
388,Elliot's Beach,Tamil Nadu,Beach,7.0245,Mar-Jun
389,Pulicat Lake Bird Sanctuary,Andhra Pradesh,Nature,8.7501,Jul-Sep
390,Sriharikota ISRO Centre,Andhra Pradesh,Education,8.9193,Oct-Mar
391,Nellapattu Bird Sanctuary,Andhra Pradesh,Nature,9.4723,Jul-Sep
392,Udayagiri Fort,Andhra Pradesh,Historical,7.7325,Oct-Mar
393,Venkiri Hills,Andhra Pradesh,Nature,7.6103,Jul-Sep
394,Mylavaram Dam,Andhra Pradesh,Nature,8.8277,Jul-Sep
395,Vontimitta Kodandarama Temple,Andhra Pradesh,Religious,7.5163,Oct-Mar
396,Brahmamgari Matham,Andhra Pradesh,Religious,9.2924,Oct-Mar
397,Siddavatam Fort,Andhra Pradesh,Historical,9.0746,Oct-Mar
398,Belum Caves Entrance,Andhra Pradesh,Adventure,7.7818,Apr-Jun
399,Rollapadu Wildlife Sanctuary,Andhra Pradesh,Nature,8.7508,Jul-Sep
400,Mantralayam Raghavendra Swamy,Andhra Pradesh,Religious,8.7619,Oct-Mar
401,Kurnool Konda Reddy Fort,Andhra Pradesh,Historical,6.8008,Oct-Mar
402,Orvakal Rock Garden,Andhra Pradesh,Nature,9.2075,Jul-Sep
403,Mahanandi Temple,Andhra Pradesh,Religious,8.0114,Oct-Mar
404,Adoni Fort,Andhra Pradesh,Historical,8.9784,Oct-Mar
405,Lepakshi Nandi,Andhra Pradesh,Historical,7.4538,Oct-Mar
406,Veerabhadra Temple Lepakshi,Andhra Pradesh,Historical,9.1863,Oct-Mar
407,Puttaparthi Prashanthi Nilayam,Andhra Pradesh,Religious,7.662,Oct-Mar
408,Penukonda Fort,Andhra Pradesh,Historical,6.5229,Oct-Mar
409,Gooty Fort,Andhra Pradesh,Historical,9.216,Oct-Mar
410,Hemavathi Temples,Andhra Pradesh,Religious,6.7651,Oct-Mar
411,Dharmavaram Silk Centre,Andhra Pradesh,Culture,7.4516,Oct-Mar
412,Rayadurgam Fort,Andhra Pradesh,Historical,9.3505,Oct-Mar
413,Thimmamma Marrimanu,Andhra Pradesh,Nature,9.3522,Jul-Sep
414,Ethipothala Falls,Andhra Pradesh,Nature,8.2167,Jul-Sep
415,Uppalapadu Bird Sanctuary,Andhra Pradesh,Nature,8.3925,Jul-Sep
416,Kondaveedu Fort,Andhra Pradesh,Historical,7.8404,Oct-Mar
417,Amaravati Museum,Andhra Pradesh,Education,7.373,Oct-Mar
418,Bapatla Beach,Andhra Pradesh,Beach,7.4798,Mar-Jun
419,Mangalagiri Panakala Swamy,Andhra Pradesh,Religious,8.515,Oct-Mar
420,Suryalanka Beach,Andhra Pradesh,Beach,8.7554,Mar-Jun
421,Chirala Beach,Andhra Pradesh,Beach,8.8734,Mar-Jun
422,Vodarevu Beach,Andhra Pradesh,Beach,8.8675,Mar-Jun
423,Nagarjuna Sagar Dam,Telangana,Nature,6.7649,Jul-Sep
424,Nagarjunakonda Island,Andhra Pradesh,Historical,7.9788,Oct-Mar
425,Kolleru Bird Sanctuary,Andhra Pradesh,Nature,6.6636,Jul-Sep
426,Dwaraka Tirumala,Andhra Pradesh,Religious,8.1447,Oct-Mar
427,Coringa Wildlife Sanctuary,Andhra Pradesh,Nature,7.8196,Jul-Sep
428,Uppada Beach,Andhra Pradesh,Beach,9.1628,Mar-Jun
429,Annavaram Satyanarayana Swamy,Andhra Pradesh,Religious,7.5468,Oct-Mar
430,Draksharamam Temple,Andhra Pradesh,Religious,6.8427,Oct-Mar
431,Papi Hills Boat Cruise,Andhra Pradesh,Adventure,6.9208,Apr-Jun
432,Godavari Arch Bridge,Andhra Pradesh,Historical,8.7829,Oct-Mar
433,ISKCON Rajahmundry,Andhra Pradesh,Religious,8.3515,Oct-Mar
434,Kotipalli Someswara Swamy,Andhra Pradesh,Religious,6.7947,Oct-Mar
435,Antarvedi Beach,Andhra Pradesh,Beach,6.7435,Mar-Jun
436,Dhavaleswaram Barrage,Andhra Pradesh,Nature,8.6006,Jul-Sep
437,Kadiyapulanka Nurseries,Andhra Pradesh,Nature,6.7094,Jul-Sep
438,Ryali Jaganmohini Temple,Andhra Pradesh,Religious,8.9646,Oct-Mar
439,Ainavilli Vinayaka Temple,Andhra Pradesh,Religious,8.6165,Oct-Mar
440,Samalkot Kumara Rama Temple,Andhra Pradesh,Religious,6.7352,Oct-Mar
441,Pancharama Kshetras,Andhra Pradesh,Religious,6.7457,Oct-Mar
442,Palakollu Ksheera Rama,Andhra Pradesh,Religious,9.4606,Oct-Mar
443,Bhimavaram Somarama Temple,Andhra Pradesh,Religious,7.6171,Oct-Mar
444,Kolanupaka Jain Temple,Telangana,Religious,7.6061,Oct-Mar
445,Yadagirigutta Temple,Telangana,Religious,8.9373,Oct-Mar
446,Bhongir Fort,Telangana,Historical,9.342,Oct-Mar
447,Pillalamarri Banyan Tree,Telangana,Nature,9.4587,Jul-Sep
448,Jurala Dam,Telangana,Nature,8.7584,Jul-Sep
449,Gadwal Fort,Telangana,Historical,7.6231,Oct-Mar
450,Alampur Jogulamba Temple,Telangana,Religious,6.7417,Oct-Mar
451,Kinnerasani Wildlife Sanctuary,Telangana,Nature,8.8299,Jul-Sep
452,Medak Fort,Telangana,Historical,8.1714,Oct-Mar
453,Medak Cathedral,Telangana,Religious,7.7674,Oct-Mar
454,Pocharam Wildlife Sanctuary,Telangana,Nature,9.2189,Jul-Sep
455,Edupayala Vana Durga Bhavani,Telangana,Religious,6.8251,Oct-Mar
456,Nirmal Toys Craft Centre,Telangana,Culture,7.9734,Oct-Mar
457,Basara Gnana Saraswati Temple,Telangana,Religious,6.5245,Oct-Mar
458,Kawal Tiger Reserve,Telangana,Nature,7.9012,Jul-Sep
459,Pochera Waterfalls,Telangana,Nature,6.6598,Jul-Sep
460,Basar Saraswati Temple,Telangana,Religious,6.848,Oct-Mar
461,Dharmapuri Narasimha Swamy,Telangana,Religious,6.8441,Oct-Mar
462,Kondagattu Anjaneya Swamy,Telangana,Religious,8.4448,Oct-Mar
463,Vemulawada Rajarajeshwara,Telangana,Religious,8.7363,Oct-Mar
464,Lower Manair Dam,Telangana,Nature,8.2466,Jul-Sep
465,Elgandal Fort,Telangana,Historical,9.387,Oct-Mar
466,Jagityal Fort,Telangana,Historical,7.6189,Oct-Mar
467,Nagunur Fort Temples,Telangana,Historical,7.3505,Oct-Mar
468,Kaleshwaram Temple,Telangana,Religious,9.1053,Oct-Mar
469,Bogatha Waterfalls,Telangana,Nature,7.1635,Jul-Sep
470,Eturnagaram Wildlife Sanctuary,Telangana,Nature,9.3901,Jul-Sep
471,Laknavaram Suspension Bridge,Telangana,Adventure,6.5269,Apr-Jun
472,Kakatiya Musical Garden,Telangana,Nature,9.4102,Jul-Sep
473,Bhadrakali Temple,Telangana,Religious,6.6202,Oct-Mar
474,Pandavula Gutta,Telangana,Historical,9.1731,Oct-Mar
475,Ananthagiri Hills Vikarabad,Telangana,Nature,8.079,Jul-Sep
476,Kotepally Reservoir,Telangana,Adventure,9.4797,Apr-Jun
477,Chilkur Balaji Temple,Telangana,Religious,6.7125,Oct-Mar
478,Gandipet Lake,Telangana,Nature,8.1577,Jul-Sep
479,Himayat Sagar Lake,Telangana,Nature,9.4084,Jul-Sep
480,Mrugavani National Park,Telangana,Nature,8.0651,Jul-Sep
481,Sanghi Temple,Telangana,Religious,8.3851,Oct-Mar
482,Mount Opera,Telangana,Leisure,8.5849,Oct-Mar
483,Ocean Park,Telangana,Leisure,7.8587,Oct-Mar
484,Snow World,Telangana,Leisure,8.3796,Oct-Mar
485,Sudha Car Museum,Telangana,Culture,8.2494,Oct-Mar
486,Taramati Baradari,Telangana,Historical,9.2033,Oct-Mar
487,Purani Haveli,Telangana,Historical,6.6271,Oct-Mar
488,Lumbini Park,Telangana,Nature,7.3362,Jul-Sep
489,NTR Gardens,Telangana,Nature,9.3516,Jul-Sep
490,Necklace Road,Telangana,Nature,9.1705,Jul-Sep
491,Lakeside Marine Drive,Telangana,Nature,7.8621,Jul-Sep
492,Jagannath Temple Hyderabad,Telangana,Religious,8.3572,Oct-Mar
493,Public Gardens Nampally,Telangana,Nature,7.3254,Jul-Sep
494,State Museum Hyderabad,Telangana,Education,7.0567,Oct-Mar
495,Kasu Brahmananda Reddy Park,Telangana,Nature,7.8863,Jul-Sep
496,Deer Park Shamirpet,Telangana,Nature,7.5541,Jul-Sep
497,Shamirpet Lake,Telangana,Nature,8.2474,Jul-Sep
498,Keesara Gutta Temple,Telangana,Religious,6.7243,Oct-Mar
499,Chaya Someswara Temple,Telangana,Historical,9.4238,Oct-Mar
500,Panagal Museum,Telangana,Education,9.4593,Oct-Mar
501,Orchha Fort Complex,Madhya Pradesh,Historical,8.5922,Oct-Mar
502,Chaturbhuj Temple,Madhya Pradesh,Religious,8.1043,Oct-Mar
503,Jahangir Mahal,Madhya Pradesh,Historical,7.4222,Oct-Mar
504,Bhimbetka Rock Shelters,Madhya Pradesh,Historical,8.9403,Oct-Mar
505,Bhojeshwar Temple,Madhya Pradesh,Religious,8.5517,Oct-Mar
506,Udayagiri Caves,Madhya Pradesh,Historical,6.9799,Oct-Mar
507,Sanchi Stupa 2,Madhya Pradesh,Historical,9.2327,Oct-Mar
508,Mandu Fort,Madhya Pradesh,Historical,8.9666,Oct-Mar
509,Jahaz Mahal,Madhya Pradesh,Historical,9.3497,Oct-Mar
510,Rani Roopmati Pavilion,Madhya Pradesh,Historical,8.6751,Oct-Mar
511,Baz Bahadur Palace,Madhya Pradesh,Historical,8.337,Oct-Mar
512,Hindola Mahal,Madhya Pradesh,Historical,7.7494,Oct-Mar
513,Omkareshwar Jyotirlinga,Madhya Pradesh,Religious,9.2983,Oct-Mar
514,Maheshwar Ahilya Fort,Madhya Pradesh,Historical,9.0976,Oct-Mar
515,Patalpani Waterfall,Madhya Pradesh,Nature,6.6264,Jul-Sep
516,Choral Dam,Madhya Pradesh,Leisure,6.5697,Oct-Mar
517,Tinchafall,Madhya Pradesh,Nature,7.6237,Jul-Sep
518,Lal Bagh Palace,Madhya Pradesh,Historical,8.9305,Oct-Mar
519,Rajwada Palace,Madhya Pradesh,Historical,9.4625,Oct-Mar
520,Khajrana Ganesh Temple,Madhya Pradesh,Religious,6.9431,Oct-Mar
521,Upper Lake,Madhya Pradesh,Nature,8.279,Jul-Sep
522,Van Vihar National Park,Madhya Pradesh,Wildlife,7.637,Nov-Feb
523,Bharat Bhavan,Madhya Pradesh,Culture,9.4103,Oct-Mar
524,Tribal Museum Bhopal,Madhya Pradesh,Culture,9.0255,Oct-Mar
525,Kanha Tiger Reserve,Madhya Pradesh,Wildlife,9.0141,Nov-Feb
526,Bandhavgarh Fort,Madhya Pradesh,Historical,7.9013,Oct-Mar
527,Panna Tiger Reserve,Madhya Pradesh,Wildlife,7.7391,Nov-Feb
528,Pandav Falls,Madhya Pradesh,Nature,7.3134,Jul-Sep
529,Dhuandhar Falls,Madhya Pradesh,Nature,6.66,Jul-Sep
530,Bhedaghat Marble Rocks,Madhya Pradesh,Nature,9.0936,Jul-Sep
531,Madan Mahal Fort,Madhya Pradesh,Historical,8.9376,Oct-Mar
532,Chausath Yogini Temple,Madhya Pradesh,Religious,9.5,Oct-Mar
533,Amarkantak Temple,Madhya Pradesh,Religious,9.4907,Oct-Mar
534,Narmada Udgam,Madhya Pradesh,Religious,8.1625,Oct-Mar
535,Dudhdhara Falls,Madhya Pradesh,Nature,8.8054,Jul-Sep
536,Gwalior Zoo,Madhya Pradesh,Wildlife,9.3346,Nov-Feb
537,Jai Vilas Palace Museum,Madhya Pradesh,Historical,9.0482,Oct-Mar
538,Teli Ka Mandir,Madhya Pradesh,Religious,7.235,Oct-Mar
539,Saas Bahu Temple,Madhya Pradesh,Religious,7.8467,Oct-Mar
540,Sun Temple Gwalior,Madhya Pradesh,Religious,6.8792,Oct-Mar
541,Chitrakote Falls,Chhattisgarh,Nature,9.3625,Jul-Sep
542,Teerathgarh Falls,Chhattisgarh,Nature,8.3152,Jul-Sep
543,Kutumsar Caves,Chhattisgarh,Adventure,7.1786,Apr-Jun
544,Kanger Valley National Park,Chhattisgarh,Wildlife,8.5125,Nov-Feb
545,Danteshwari Temple,Chhattisgarh,Religious,8.3512,Oct-Mar
546,Bhoramdeo Temple,Chhattisgarh,Historical,7.5686,Oct-Mar
547,Mainpat Hill Station,Chhattisgarh,Hill Station,6.8322,Mar-Jun
548,Sirpur Group of Monuments,Chhattisgarh,Historical,8.5121,Oct-Mar
549,Barnawapara Sanctuary,Chhattisgarh,Wildlife,8.0567,Nov-Feb
550,Dongargarh Bamleshwari,Chhattisgarh,Religious,8.8154,Oct-Mar
551,Lansdowne Tip-In-Top,Uttarakhand,Nature,8.0563,Jul-Sep
552,Bhulla Tal Lake,Uttarakhand,Leisure,9.0558,Oct-Mar
553,Tarkeshwar Mahadev,Uttarakhand,Religious,8.1518,Oct-Mar
554,Pithoragarh Fort,Uttarakhand,Historical,8.179,Oct-Mar
555,Chandak Hills,Uttarakhand,Nature,9.1295,Jul-Sep
556,Munsiyari Khalia Top,Uttarakhand,Adventure,7.705,Apr-Jun
557,Birthi Falls,Uttarakhand,Nature,6.8938,Jul-Sep
558,Chopta Tungnath Trek,Uttarakhand,Adventure,6.577,Apr-Jun
559,Chandrashila Peak,Uttarakhand,Adventure,8.7637,Apr-Jun
560,Deoria Tal,Uttarakhand,Nature,8.3578,Jul-Sep
561,Joshimath Narasimha Temple,Uttarakhand,Religious,8.61,Oct-Mar
562,Auli Artificial Lake,Uttarakhand,Leisure,7.1314,Oct-Mar
563,Gorson Bugyal,Uttarakhand,Adventure,6.9009,Apr-Jun
564,Chenap Lake,Uttarakhand,Nature,6.5341,Jul-Sep
565,Mana Village,Uttarakhand,Culture,7.5458,Oct-Mar
566,Vasudhara Falls,Uttarakhand,Nature,8.2663,Jul-Sep
567,Hemkund Sahib,Uttarakhand,Religious,7.6712,Oct-Mar
568,Binsar Wildlife Sanctuary,Uttarakhand,Wildlife,7.8073,Nov-Feb
569,Zero Point Binsar,Uttarakhand,Nature,9.2123,Jul-Sep
570,Kasar Devi Temple,Uttarakhand,Religious,7.5387,Oct-Mar
571,Jageshwar Dham,Uttarakhand,Religious,8.0377,Oct-Mar
572,Katarmal Sun Temple,Uttarakhand,Historical,8.8495,Oct-Mar
573,Ranikhet Golf Course,Uttarakhand,Leisure,7.6841,Oct-Mar
574,Jhoola Devi Temple,Uttarakhand,Religious,8.3631,Oct-Mar
575,Chaubatia Gardens,Uttarakhand,Nature,9.0865,Jul-Sep
576,Kausani Tea Estate,Uttarakhand,Nature,9.3489,Jul-Sep
577,Anasakti Ashram,Uttarakhand,Historical,6.9331,Oct-Mar
578,Baijnath Temple Complex,Uttarakhand,Historical,9.2798,Oct-Mar
579,Mukteshwar Dham,Uttarakhand,Religious,7.9718,Oct-Mar
580,Chauli Ki Jali,Uttarakhand,Adventure,7.2678,Apr-Jun
581,Sat Tal Lakes,Uttarakhand,Nature,7.8726,Jul-Sep
582,Naukuchiatal,Uttarakhand,Leisure,9.4407,Oct-Mar
583,Bhimtal Island Museum,Uttarakhand,Culture,7.9734,Oct-Mar
584,Kainchi Dham Ashram,Uttarakhand,Religious,7.48,Oct-Mar
585,Golu Devta Temple,Uttarakhand,Religious,8.3972,Oct-Mar
586,Dhanaulti Eco Park,Uttarakhand,Nature,7.2133,Jul-Sep
587,Surkanda Devi Temple,Uttarakhand,Religious,6.7187,Oct-Mar
588,Tehri Dam,Uttarakhand,Education,6.8783,Oct-Mar
589,Kanatal Hill Top,Uttarakhand,Leisure,6.8758,Oct-Mar
590,Robber's Cave,Uttarakhand,Nature,6.9476,Jul-Sep
591,Sahastradhara,Uttarakhand,Nature,6.9083,Jul-Sep
592,Tapkeshwar Temple,Uttarakhand,Religious,8.4197,Oct-Mar
593,Mindrolling Monastery,Uttarakhand,Religious,7.0379,Oct-Mar
594,Forest Research Institute,Uttarakhand,Education,7.531,Oct-Mar
595,Paltan Bazaar,Uttarakhand,Shopping,9.1901,Oct-Mar
596,Malsi Deer Park,Uttarakhand,Wildlife,7.9172,Nov-Feb
597,Rajaji National Park,Uttarakhand,Wildlife,8.5,Nov-Feb
598,Chandi Devi Temple,Uttarakhand,Religious,7.0091,Oct-Mar
599,Mansa Devi Temple,Uttarakhand,Religious,7.0692,Oct-Mar
600,Daksh Prajapati Temple,Uttarakhand,Religious,6.6133,Oct-Mar
601,Majuli Island Village,Assam,Culture,6.9989,Oct-Mar
602,Kamalabari Satra,Assam,Religious,7.329,Oct-Mar
603,Auniati Satra,Assam,Religious,7.0232,Oct-Mar
604,Dakhinpat Satra,Assam,Religious,6.7574,Oct-Mar
605,Sivasagar Sivadol,Assam,Religious,6.8535,Oct-Mar
606,Rang Ghar,Assam,Historical,7.8775,Oct-Mar
607,Talatal Ghar,Assam,Historical,7.1115,Oct-Mar
608,Charaideo Maidam,Assam,Historical,7.587,Oct-Mar
609,Pobitora Wildlife Sanctuary,Assam,Wildlife,8.0059,Nov-Feb
610,Orang National Park,Assam,Wildlife,8.5688,Nov-Feb
611,Dibru-Saikhowa Park,Assam,Wildlife,6.6087,Nov-Feb
612,Digboi Oil Well No 1,Assam,Education,8.897,Oct-Mar
613,Digboi War Cemetery,Assam,Historical,8.3806,Oct-Mar
614,Umananda Temple,Assam,Religious,6.7365,Oct-Mar
615,Assam State Museum,Assam,Education,9.1203,Oct-Mar
616,Guwahati Planetarium,Assam,Education,9.2626,Oct-Mar
617,Accoland,Assam,Leisure,6.6742,Oct-Mar
618,Madan Kamdev Ruins,Assam,Historical,7.3239,Oct-Mar
619,Hajo Powa Mecca,Assam,Religious,8.9174,Oct-Mar
620,Hayagriva Madhava Temple,Assam,Religious,8.743,Oct-Mar
621,Mokokchung Village,Nagaland,Culture,7.0458,Oct-Mar
622,Ungma Village,Nagaland,Culture,7.1206,Oct-Mar
623,Longkhum Village,Nagaland,Nature,7.6056,Jul-Sep
624,Kohima War Cemetery,Nagaland,Historical,7.949,Oct-Mar
625,Kisama Heritage Village,Nagaland,Culture,8.3516,Oct-Mar
626,Dzukou Valley,Nagaland,Adventure,7.6009,Apr-Jun
627,Japfu Peak,Nagaland,Adventure,7.8828,Apr-Jun
628,Kohima State Museum,Nagaland,Education,8.7406,Oct-Mar
629,Khonoma Green Village,Nagaland,Culture,6.6007,Oct-Mar
630,Tura Peak,Meghalaya,Nature,7.2503,Jul-Sep
631,Nokrek National Park,Meghalaya,Wildlife,8.6379,Nov-Feb
632,Siju Caves,Meghalaya,Adventure,9.1854,Apr-Jun
633,Balpakram National Park,Meghalaya,Wildlife,8.0307,Nov-Feb
634,Elephant Falls,Meghalaya,Nature,8.0923,Jul-Sep
635,Shillong Peak,Meghalaya,Nature,6.813,Jul-Sep
636,Ward's Lake,Meghalaya,Leisure,7.8373,Oct-Mar
637,Don Bosco Museum,Meghalaya,Culture,8.0938,Oct-Mar
638,Mawsmai Cave,Meghalaya,Adventure,7.2203,Apr-Jun
639,Nohkalikai Falls,Meghalaya,Nature,7.3009,Jul-Sep
640,Seven Sisters Falls,Meghalaya,Nature,7.6261,Jul-Sep
641,Mawsynram Village,Meghalaya,Nature,6.5507,Jul-Sep
642,Krem Puri Cave,Meghalaya,Adventure,7.4599,Apr-Jun
643,Mawlynnong Clean Village,Meghalaya,Culture,7.1269,Oct-Mar
644,Dawki Umngot River,Meghalaya,Nature,7.4763,Jul-Sep
645,Shnongpdeng,Meghalaya,Adventure,6.8509,Apr-Jun
646,Laitlum Canyons,Meghalaya,Nature,9.1713,Jul-Sep
647,Umiam Lake View Point,Meghalaya,Leisure,8.2773,Oct-Mar
648,Kangla Fort,Manipur,Historical,8.5348,Oct-Mar
649,IMA Market,Manipur,Culture,8.8661,Oct-Mar
650,Keibul Lamjao Park,Manipur,Wildlife,7.9909,Nov-Feb
651,Lothal Dockyard Ruins,Gujarat,Historical,6.752,Oct-Mar
652,Lothal Museum,Gujarat,Education,8.1073,Oct-Mar
653,Dholavira Ancient City,Gujarat,Historical,8.257,Oct-Mar
654,Wood Fossil Park,Gujarat,Education,8.7345,Oct-Mar
655,White Rann Tent City,Gujarat,Leisure,7.7898,Oct-Mar
656,Kala Dungar,Gujarat,Nature,6.8744,Jul-Sep
657,Aina Mahal,Gujarat,Historical,7.3446,Oct-Mar
658,Prag Mahal,Gujarat,Historical,7.5834,Oct-Mar
659,Kutch Museum,Gujarat,Education,8.4349,Oct-Mar
660,Swaminarayan Temple Bhuj,Gujarat,Religious,8.2087,Oct-Mar
661,Hamirsar Lake,Gujarat,Leisure,7.5624,Oct-Mar
662,Mandvi Ship Building,Gujarat,Culture,9.4603,Oct-Mar
663,Vijay Vilas Palace Garden,Gujarat,Leisure,8.314,Oct-Mar
664,72 Jinalaya Temple,Gujarat,Religious,7.2045,Oct-Mar
665,Narala Marine Park,Gujarat,Wildlife,6.7967,Nov-Feb
666,Lakhota Palace,Gujarat,Historical,6.9505,Oct-Mar
667,Bala Hanuman Temple,Gujarat,Religious,7.2308,Oct-Mar
668,Khijadiya Bird Sanctuary,Gujarat,Wildlife,6.974,Nov-Feb
669,Bet Dwarka,Gujarat,Religious,7.052,Oct-Mar
670,Nageshwar Jyotirlinga,Gujarat,Religious,7.3486,Oct-Mar
671,Gomti Ghat,Gujarat,Religious,7.0123,Oct-Mar
672,Dwarka Beach,Gujarat,Beach,9.1901,Mar-Jun
673,Sudama Setu,Gujarat,Leisure,6.7319,Oct-Mar
674,Porbandar Chowpati,Gujarat,Beach,8.0694,Mar-Jun
675,Kirti Mandir,Gujarat,Historical,7.7258,Oct-Mar
676,Tara Mandir Planetarium,Gujarat,Education,9.4478,Oct-Mar
677,Somnath Beach,Gujarat,Beach,6.8276,Mar-Jun
678,Bhalka Tirth,Gujarat,Religious,7.6881,Oct-Mar
679,Triveni Sangam Somnath,Gujarat,Religious,9.4089,Oct-Mar
680,Junagadh Mahabat Maqbara,Gujarat,Historical,9.096,Oct-Mar
681,Uparkot Buddhist Caves,Gujarat,Historical,8.9501,Oct-Mar
682,Edicts of Ashoka,Gujarat,Historical,7.2667,Oct-Mar
683,Datar Hill,Gujarat,Religious,7.0048,Oct-Mar
684,Sasan Gir Safari,Gujarat,Wildlife,8.5033,Nov-Feb
685,Devalia Safari Park,Gujarat,Wildlife,9.2882,Nov-Feb
686,Tulsi Shyam Springs,Gujarat,Nature,8.1665,Jul-Sep
687,Diu Naida Caves,Daman & Diu,Adventure,8.2112,Apr-Jun
688,St. Paul's Church,Daman & Diu,Religious,7.3332,Oct-Mar
689,Diu Shell Museum,Daman & Diu,Education,8.8069,Oct-Mar
690,Ghoghla Beach,Daman & Diu,Beach,7.0534,Mar-Jun
691,Sunset Point Diu,Daman & Diu,Leisure,7.4648,Oct-Mar
692,Chakratirth Beach,Daman & Diu,Beach,7.7711,Mar-Jun
693,Saputara Lake,Gujarat,Leisure,8.0185,Oct-Mar
694,Saputara Ropeway,Gujarat,Adventure,7.2201,Apr-Jun
695,Gira Waterfalls,Gujarat,Nature,6.836,Jul-Sep
696,Vansda National Park,Gujarat,Wildlife,8.3286,Nov-Feb
697,Dandi Memorial,Gujarat,Historical,7.3592,Oct-Mar
698,Tithal Beach,Gujarat,Beach,8.2402,Mar-Jun
699,Wilson Hills,Gujarat,Hill Station,6.955,Mar-Jun
700,Daman Lighthouse,Daman & Diu,Historical,7.9388,Oct-Mar
701,Ross Island (Netaji Subhash Chandra Bose Dweep),Andaman & Nicobar,Historical,8.0937,Oct-Mar
702,North Bay Island,Andaman & Nicobar,Adventure,6.6463,Apr-Jun
703,Chidiya Tapu Sunset Point,Andaman & Nicobar,Nature,7.5037,Jul-Sep
704,Corbyn's Cove Beach,Andaman & Nicobar,Beach,6.895,Mar-Jun
705,Samudrika Marine Museum,Andaman & Nicobar,Education,6.6811,Oct-Mar
706,Mount Harriet National Park,Andaman & Nicobar,Wildlife,9.4706,Nov-Feb
707,Baratang Limestone Caves,Andaman & Nicobar,Adventure,7.4608,Apr-Jun
708,Mud Volcano Baratang,Andaman & Nicobar,Nature,8.9285,Jul-Sep
709,Elephant Beach,Andaman & Nicobar,Adventure,7.2569,Apr-Jun
710,Kalapathar Beach,Andaman & Nicobar,Beach,8.542,Mar-Jun
711,Neil Island (Shaheed Dweep),Andaman & Nicobar,Nature,8.779,Jul-Sep
712,Bharatpur Beach,Andaman & Nicobar,Beach,8.2835,Mar-Jun
713,Laxmanpur Beach,Andaman & Nicobar,Beach,7.91,Mar-Jun
714,Natural Bridge Neil Island,Andaman & Nicobar,Nature,7.7302,Jul-Sep
715,Jolly Buoy Island,Andaman & Nicobar,Adventure,7.5406,Apr-Jun
716,Red Skin Island,Andaman & Nicobar,Nature,9.2887,Jul-Sep
717,Wandoor Beach,Andaman & Nicobar,Beach,8.9909,Mar-Jun
718,Mahatma Gandhi Marine National Park,Andaman & Nicobar,Wildlife,9.3956,Nov-Feb
719,Ross and Smith Islands,Andaman & Nicobar,Nature,6.8645,Jul-Sep
720,Saddle Peak National Park,Andaman & Nicobar,Adventure,8.6906,Apr-Jun
721,Shantiniketan (Visva-Bharati),West Bengal,Culture,9.3152,Oct-Mar
722,Tagore's Ashram,West Bengal,Historical,7.0359,Oct-Mar
723,Kala Bhavan,West Bengal,Culture,6.6905,Oct-Mar
724,Amar Kutir,West Bengal,Shopping,8.7215,Oct-Mar
725,Kopai River View,West Bengal,Nature,8.2198,Jul-Sep
726,Tarapith Temple,West Bengal,Religious,9.0247,Oct-Mar
727,Bishnupur Terracotta Temples,West Bengal,Historical,6.9111,Oct-Mar
728,Rasmancha,West Bengal,Historical,8.8845,Oct-Mar
729,Jorganda Gate,West Bengal,Historical,7.0973,Oct-Mar
730,Madan Mohan Temple,West Bengal,Religious,6.983,Oct-Mar
731,Susunia Hills,West Bengal,Adventure,6.9848,Apr-Jun
732,Biharinath Hill,West Bengal,Nature,8.9426,Jul-Sep
733,Mukutmanipur Dam,West Bengal,Leisure,8.4929,Oct-Mar
734,Jhilimili Forest,West Bengal,Nature,8.065,Jul-Sep
735,Murshidabad Hazarduari Palace,West Bengal,Historical,7.5706,Oct-Mar
736,Katra Masjid,West Bengal,Historical,9.1312,Oct-Mar
737,Nashipur Rajbari,West Bengal,Historical,7.6718,Oct-Mar
738,Imambara Hooghly,West Bengal,Historical,8.9487,Oct-Mar
739,Bandel Church,West Bengal,Religious,7.8123,Oct-Mar
740,Hangseshwari Temple,West Bengal,Religious,7.6251,Oct-Mar
741,Chandannagar Museum,West Bengal,Education,7.8832,Oct-Mar
742,Sacred Heart Church,West Bengal,Religious,7.3976,Oct-Mar
743,Eden Gardens,West Bengal,Sports,8.741,Oct-Mar
744,Princep Ghat,West Bengal,Leisure,8.0038,Oct-Mar
745,Indian Museum,West Bengal,Education,7.1894,Oct-Mar
746,Marble Palace,West Bengal,Historical,9.1985,Oct-Mar
747,Birla Planetarium Kolkata,West Bengal,Education,7.646,Oct-Mar
748,Nicco Park,West Bengal,Leisure,8.1267,Oct-Mar
749,Eco Park New Town,West Bengal,Nature,9.2193,Jul-Sep
750,Mother's Wax Museum,West Bengal,Culture,8.3696,Oct-Mar
751,St. Paul's Cathedral,West Bengal,Religious,6.8422,Oct-Mar
752,Kalighat Kali Temple,West Bengal,Religious,9.3197,Oct-Mar
753,Belur Math,West Bengal,Religious,8.3801,Oct-Mar
754,Botanical Garden Howrah,West Bengal,Nature,7.4986,Jul-Sep
755,Digha Beach,West Bengal,Beach,6.9096,Mar-Jun
756,Mandarmani Beach,West Bengal,Beach,8.8808,Mar-Jun
757,Tajpur Beach,West Bengal,Beach,8.3571,Mar-Jun
758,Shankarpur Beach,West Bengal,Beach,8.0963,Mar-Jun
